sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,is_recid,is_violent_recid,score_text,charge_degree
Male,30,Caucasian,0,4,0,0,0,0,0,0,Low,F
Male,61,African-American,0,2,0,0,5,-13,0,0,Low,F
Male,25,African-American,0,3,0,0,0,0,0,0,Low,F
Male,25,African-American,0,7,0,0,4,-1,1,0,Medium,F
Male,26,African-American,0,5,0,0,0,0,1,0,Medium,M
Male,32,African-American,0,2,0,0,1,-1,0,0,Low,F
Female,36,Caucasian,0,2,0,0,1,-1,0,0,Low,F
Female,24,African-American,0,7,0,0,1,-77,0,0,Medium,F
Female,39,African-American,0,1,0,0,1,-25,0,0,Low,M
Female,50,African-American,0,1,0,0,0,-1,0,0,Low,M
Male,42,Caucasian,0,1,0,0,1,-1,0,0,Low,M
Female,25,African-American,0,4,0,0,1,-10,0,0,Low,F
Male,26,African-American,0,10,1,0,13,-1,1,0,High,M
Male,31,African-American,0,7,0,0,9,-1,0,0,Medium,F
Male,35,Caucasian,0,2,0,1,1,-1,0,0,Low,F
Female,39,African-American,0,1,0,0,0,-1,0,0,Low,M
Female,41,African-American,0,2,0,0,4,-100,1,0,Low,F
Female,40,African-American,0,5,0,0,1,-1,0,0,Medium,F
Male,23,Other,0,1,0,0,0,-1,0,0,Low,F
Male,34,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,46,Caucasian,0,1,0,0,5,-93,0,0,Low,M
Male,60,Caucasian,0,1,0,0,1,-1,0,0,Low,M
Male,61,Caucasian,0,1,0,0,0,0,0,0,Low,M
Female,33,Caucasian,0,2,0,0,1,-1,0,0,Low,M
Male,38,African-American,0,4,0,0,0,-1,0,0,Low,F
Male,46,African-American,0,1,0,0,3,-2,0,0,Low,F
Male,30,African-American,0,2,0,1,3,-1,1,0,Low,F
Male,52,Caucasian,0,1,0,0,3,-1,0,0,Low,M
Male,34,African-American,0,8,0,0,9,-46,0,0,High,M
Female,50,African-American,0,4,0,0,7,-1,0,0,Low,M
Male,21,African-American,0,5,0,0,0,-1,0,0,Medium,F
Male,31,Hispanic,0,10,0,0,16,0,1,0,High,F
Male,31,African-American,0,7,0,0,2,-1,1,0,Medium,F
Male,24,Hispanic,0,10,0,0,0,-1,0,0,High,F
Female,23,African-American,0,4,0,0,0,-1,0,0,Low,M
Male,25,African-American,0,6,0,0,1,0,0,0,Medium,F
Female,36,Caucasian,0,3,0,0,1,304,0,0,Low,M
Female,31,African-American,0,2,0,0,1,-1,0,0,Low,M
Female,24,Caucasian,0,5,0,0,1,-1,0,0,Medium,F
Male,31,African-American,0,10,0,0,13,-1,1,0,High,M
Female,49,Caucasian,0,1,0,0,1,-1,0,0,Low,F
Male,60,African-American,0,1,0,0,0,-1,1,0,Low,F
Male,37,Caucasian,0,1,0,0,0,-2,0,0,Low,F
Male,30,African-American,0,2,0,0,2,-1,0,0,Low,F
Female,24,African-American,0,3,0,0,0,-1,0,0,Low,M
Female,32,Other,0,1,0,0,0,-1,0,0,Low,M
Female,21,Caucasian,0,4,2,0,2,-1,0,0,Low,F
Female,33,Caucasian,0,2,0,0,0,0,0,0,Low,M
Male,46,Caucasian,0,1,0,0,0,0,0,0,Low,M
Male,36,Caucasian,0,3,0,0,4,-1,0,0,Low,F
Male,27,Caucasian,0,2,0,0,0,-1,0,0,Low,M
Male,21,Caucasian,0,4,0,1,0,-1,1,1,Low,M
Male,35,African-American,0,8,0,0,0,-1,1,0,High,F
Male,34,Hispanic,0,3,0,0,2,-1,1,0,Low,F
Male,41,Asian,0,8,0,0,2,-1,1,0,High,F
Female,40,African-American,0,4,0,0,7,-33,0,0,Low,M
Male,23,African-American,0,10,0,0,1,-1,1,0,High,F
Male,23,African-American,0,6,0,0,3,-1,1,0,Medium,F
Male,28,African-American,0,4,0,0,2,0,1,0,Low,M
Male,20,African-American,0,8,0,0,2,-2,0,0,High,F
Male,21,Hispanic,0,4,0,0,0,0,1,0,Low,F
Male,37,Caucasian,0,1,0,0,1,0,0,0,Low,M
Male,46,Caucasian,0,4,0,1,2,-1,1,0,Low,M
Male,22,African-American,0,7,0,0,0,-1,0,0,Medium,F
Male,29,African-American,3,9,0,1,4,-1,0,0,High,F
Male,29,Caucasian,0,2,0,0,0,-1,0,0,Low,F
Male,42,Other,0,1,0,0,0,0,0,0,Low,M
Male,57,African-American,0,1,0,0,1,-55,0,0,Low,F
Female,27,Caucasian,0,5,0,0,4,-262,0,0,Medium,F
Male,56,African-American,0,2,0,0,1,-1,0,0,Low,F
Male,41,African-American,0,6,0,0,19,-71,1,0,Medium,F
Male,40,Hispanic,0,5,0,0,8,-1,1,0,Medium,F
Male,30,Hispanic,0,3,0,0,5,-1,1,0,Low,F
Male,21,Caucasian,0,5,0,0,0,-1,0,0,Medium,F
Male,24,African-American,0,4,0,0,1,-1,1,1,Low,M
Male,25,African-American,0,8,0,1,7,507,0,0,High,F
Female,33,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,48,Caucasian,0,8,0,0,2,-1,1,1,High,M
Male,33,African-American,0,6,0,0,11,-1,1,0,Medium,F
Male,25,Hispanic,0,7,0,0,0,-1,0,0,Medium,F
Male,30,Caucasian,0,3,0,0,0,-1,0,0,Low,F
Female,41,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,52,Caucasian,0,10,0,0,1,-1,0,0,High,M
Male,25,Caucasian,0,8,0,0,6,70,1,0,High,F
Male,58,African-American,0,7,0,0,38,-112,1,0,Medium,F
Male,30,African-American,0,5,1,1,7,-1,1,0,Medium,F
Male,37,Hispanic,0,3,0,0,0,-1,1,1,Low,F
Male,23,African-American,0,6,0,0,2,-1,0,0,Medium,F
Male,33,Hispanic,0,1,0,0,0,-2,0,0,Low,M
Female,25,African-American,0,4,0,0,0,-1,0,0,Low,F
Male,25,African-American,0,4,0,0,2,-1,0,0,Low,F
Male,34,Hispanic,0,9,0,0,9,-75,0,0,High,F
Female,43,Caucasian,0,8,0,0,7,-21,0,0,High,F
Male,32,Caucasian,0,3,0,0,0,0,0,0,Low,F
Male,33,Other,0,7,0,0,3,-1,0,0,Medium,F
Male,39,Other,0,2,1,0,4,-30,1,0,Low,F
Male,49,Caucasian,0,1,0,0,4,-11,0,0,Low,F
Male,24,Caucasian,0,4,0,0,0,-1,0,0,Low,F
Male,26,African-American,0,9,0,0,1,0,0,0,High,F
Male,42,Caucasian,0,2,0,0,0,-1,0,0,Low,F
Male,22,African-American,0,6,0,0,1,-1,1,0,Medium,F
Male,36,Hispanic,0,1,0,0,0,0,0,0,Low,F
Male,29,Caucasian,0,7,0,1,7,-1,1,1,Medium,M
Male,39,Caucasian,0,3,0,0,0,0,0,0,Low,M
Male,27,African-American,0,6,2,1,13,0,1,0,Medium,F
Male,38,Caucasian,0,5,0,0,2,-1,1,0,Medium,F
Male,20,Caucasian,0,2,0,0,0,-1,1,0,Low,F
Male,25,African-American,2,10,0,0,4,-1,1,0,High,F
Male,53,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Female,27,African-American,0,8,0,0,0,-1,1,0,High,M
Male,38,African-American,2,8,0,0,10,-1,0,0,High,F
Male,60,Caucasian,0,1,0,0,2,-227,0,0,Low,F
Male,21,Other,0,5,0,0,0,-1,1,1,Medium,F
Male,50,Caucasian,0,1,0,0,1,-1,1,0,Low,M
Male,41,African-American,0,5,0,0,4,-1,0,0,Medium,F
Male,34,African-American,0,2,0,0,4,378,1,1,Low,F
Male,22,Caucasian,0,8,0,2,5,-2,1,1,High,F
Female,45,Other,0,1,0,0,0,0,0,0,Low,M
Male,29,African-American,0,10,0,1,20,-1,0,0,High,F
Male,22,Caucasian,0,7,0,2,0,-1,1,1,Medium,F
Male,25,African-American,0,5,0,0,2,-1,0,0,Medium,F
Male,42,African-American,0,4,0,0,1,-1,1,0,Low,F
Male,34,Native American,1,6,0,0,9,0,0,0,Medium,F
Female,27,Caucasian,0,3,0,0,2,-34,0,0,Low,F
Male,51,Other,0,1,0,0,2,-1,0,0,Low,F
Male,33,African-American,0,9,0,0,23,525,1,0,High,F
Male,24,African-American,0,3,0,1,0,0,0,0,Low,F
Male,37,African-American,0,4,0,0,4,0,0,0,Low,F
Male,37,Caucasian,0,1,0,0,0,-3,0,0,Low,M
Male,44,Caucasian,0,9,0,0,11,88,0,0,High,F
Male,33,African-American,0,8,0,0,0,-1,0,0,High,M
Male,24,Caucasian,0,10,3,2,8,-1,0,0,High,F
Female,27,Other,0,2,0,0,0,-1,0,0,Low,M
Male,21,Other,0,6,0,0,0,-1,0,0,Medium,F
Female,60,Other,0,1,0,0,0,-1,0,0,Low,M
Male,35,African-American,0,1,0,0,1,0,1,1,Low,F
Male,50,Caucasian,0,2,0,0,1,0,0,0,Low,F
Female,38,African-American,0,1,0,0,0,-2,0,0,Low,M
Female,24,Caucasian,0,8,0,0,0,-1,0,0,High,F
Male,49,Caucasian,0,1,0,0,2,-1,0,0,Low,M
Male,38,African-American,0,6,0,0,9,-5,0,0,Medium,F
Male,61,Other,0,1,0,0,0,-1,0,0,Low,M
Female,30,African-American,0,2,0,0,0,0,0,0,Low,M
Male,22,African-American,0,6,0,0,3,-1,1,1,Medium,F
Male,30,Hispanic,0,2,0,0,1,-9,0,0,Low,M
Male,31,African-American,0,1,0,0,0,-1,0,0,Low,F
Male,25,African-American,0,7,0,0,0,-1,1,0,Medium,F
Male,28,Hispanic,0,1,0,0,0,-1,0,0,Low,F
Female,30,Hispanic,0,3,0,0,3,-1,1,0,Low,M
Male,52,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Female,24,Caucasian,0,6,0,1,3,-120,0,0,Medium,F
Male,26,Caucasian,0,2,0,0,0,-1,0,0,Low,F
Male,26,Other,0,4,0,0,0,-1,0,0,Low,M
Female,31,African-American,0,1,0,0,0,-1,0,0,Low,F
Female,24,African-American,0,7,1,0,3,-1,0,0,Medium,F
Male,43,African-American,0,9,0,0,21,0,0,0,High,F
Male,29,African-American,0,7,1,0,6,-55,0,0,Medium,F
Male,45,Caucasian,0,9,0,0,9,-1,1,0,High,F
Male,50,African-American,0,5,0,0,8,-1,0,0,Medium,M
Male,20,African-American,0,9,0,0,0,-1,1,0,High,F
Male,29,African-American,0,8,0,0,4,-1,1,1,High,F
Male,43,Caucasian,0,6,0,0,1,-1,1,0,Medium,F
Male,37,African-American,3,10,0,0,17,-1,0,0,High,F
Male,26,Caucasian,0,5,0,0,2,-1,0,0,Medium,F
Female,46,African-American,0,4,0,0,4,-1,0,0,Low,F
Female,46,African-American,0,1,0,0,0,-1,0,0,Low,F
Male,39,Caucasian,0,1,0,0,8,-56,0,0,Low,F
Male,36,Hispanic,0,1,0,0,0,-1,0,0,Low,F
Male,29,African-American,0,10,0,0,12,-1,1,1,High,F
Male,41,Caucasian,0,1,0,0,0,0,0,0,Low,M
Male,29,African-American,0,10,0,1,11,-65,1,0,High,F
Male,27,African-American,0,9,0,0,4,-24,0,0,High,M
Female,25,African-American,0,7,0,0,5,-1,0,0,Medium,F
Male,41,Caucasian,0,9,0,0,3,265,0,0,High,F
Male,23,African-American,1,7,0,0,2,-1,0,0,Medium,F
Female,46,African-American,0,8,0,0,1,51,1,0,High,F
Male,45,African-American,0,4,0,0,3,-1,0,0,Low,F
Male,30,Caucasian,0,3,0,0,0,-1,0,0,Low,M
Male,34,Caucasian,0,6,0,0,1,-1,0,0,Medium,F
Male,70,Caucasian,0,1,0,0,11,-13,1,0,Low,F
Male,53,African-American,0,3,0,0,3,-1,0,0,Low,M
Male,52,Caucasian,0,1,0,0,2,-1,0,0,Low,F
Male,36,Caucasian,0,2,0,0,1,-29,0,0,Low,M
Male,23,African-American,0,3,0,0,0,-1,0,0,Low,F
Male,51,Hispanic,0,1,0,0,0,-1,0,0,Low,M
Male,25,Other,0,1,0,0,0,-1,0,0,Low,M
Male,51,African-American,0,2,0,0,4,-26,1,0,Low,M
Male,28,African-American,0,5,0,0,2,-1,0,0,Medium,F
Female,45,Native American,0,10,0,0,15,-1,1,0,High,F
Male,55,African-American,0,6,0,0,21,0,1,0,Medium,F
Female,49,Caucasian,0,1,0,0,1,-1,0,0,Low,F
Female,26,African-American,0,6,0,0,9,404,1,1,Medium,M
Male,25,Caucasian,0,2,0,0,0,0,0,0,Low,M
Female,47,Caucasian,0,1,0,0,0,0,0,0,Low,F
Female,24,African-American,0,6,0,0,3,-14,0,0,Medium,F
Male,27,African-American,0,2,0,0,0,0,0,0,Low,M
Male,25,Caucasian,0,7,2,0,5,-3,1,0,Medium,M
Male,31,African-American,0,2,0,0,0,-1,0,0,Low,F
Male,21,African-American,0,10,1,0,1,0,1,0,High,F
Male,37,African-American,0,10,0,1,26,-1,1,0,High,F
Male,21,African-American,0,9,0,0,1,-1,1,0,High,F
Male,21,African-American,0,6,0,0,0,-2,0,0,Medium,F
Male,26,African-American,0,1,0,0,0,-1,0,0,Low,M
Male,31,Caucasian,0,2,0,0,0,0,0,0,Low,M
Male,25,African-American,0,10,0,0,4,0,1,0,High,F
Male,54,African-American,0,6,0,0,5,-1,0,0,Medium,F
Female,27,African-American,0,5,0,0,3,-1,1,0,Medium,F
Male,30,Caucasian,0,4,0,0,3,-1,1,1,Low,F
Male,28,Caucasian,0,2,0,0,2,0,0,0,Low,F
Male,70,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,37,Caucasian,0,9,0,0,11,-1,1,0,High,F
Male,46,African-American,0,5,0,0,5,0,1,0,Medium,F
Male,40,Other,0,1,0,0,4,-1,1,0,Low,M
Male,20,African-American,1,8,0,0,1,427,1,0,High,F
Male,43,African-American,0,4,0,0,18,-1,1,0,Low,F
Male,38,African-American,0,6,0,0,15,0,0,0,Medium,F
Male,29,African-American,0,4,0,0,0,0,0,0,Low,F
Male,37,African-American,0,2,0,0,8,0,1,0,Low,M
Male,38,Hispanic,0,4,0,0,3,-21,0,0,Low,F
Female,27,Caucasian,0,3,0,0,0,-4,0,0,Low,F
Female,20,Other,0,5,0,0,0,0,1,0,Medium,M
Male,44,Hispanic,0,1,0,0,0,0,0,0,Low,M
Male,42,Caucasian,0,3,0,0,0,-1,0,0,Low,F
Male,31,Caucasian,0,5,0,0,6,-1,0,0,Medium,M
Male,29,African-American,0,2,0,0,3,-1,1,0,Low,F
Male,48,Caucasian,0,7,0,0,13,-96,1,0,Medium,F
Female,30,African-American,0,2,0,0,0,-1,0,0,Low,M
Female,25,Caucasian,0,5,0,0,2,-25,1,0,Medium,F
Male,24,Other,0,2,0,0,0,-1,0,0,Low,F
Male,40,African-American,0,2,0,0,3,-1,0,0,Low,F
Female,49,Caucasian,0,2,0,0,3,1025,1,0,Low,F
Male,33,Caucasian,0,3,0,0,1,0,0,0,Low,M
Female,64,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,49,Caucasian,0,1,0,0,4,-1,0,0,Low,F
Male,26,Caucasian,0,5,0,0,5,-1,1,0,Medium,F
Male,31,Hispanic,0,3,1,0,1,0,0,0,Low,M
Male,33,Caucasian,0,1,0,0,1,-1,0,0,Low,F
Male,61,Caucasian,0,1,0,0,1,-1,0,0,Low,M
Female,42,Caucasian,0,5,0,0,11,-1,0,0,Medium,F
Male,30,Caucasian,0,4,0,0,2,-1,0,0,Low,F
Male,62,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Female,27,Caucasian,0,8,0,0,4,8,1,0,High,M
Female,32,Caucasian,0,9,0,0,18,-74,0,0,High,F
Male,48,Caucasian,0,6,0,0,9,-1,0,0,Medium,F
Female,40,Caucasian,0,2,0,0,0,-1,0,0,Low,F
Male,24,Caucasian,0,4,0,0,0,-1,0,0,Low,F
Female,38,Hispanic,0,1,0,0,1,-11,0,0,Low,F
Male,22,African-American,0,4,0,0,0,-1,1,0,Low,F
Male,30,African-American,0,8,0,0,4,-1,1,0,High,M
Male,63,Caucasian,0,1,0,0,0,0,0,0,Low,M
Male,33,African-American,0,10,0,0,4,-1,0,0,High,F
Male,29,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Female,21,African-American,1,6,0,0,1,81,1,1,Medium,F
Male,43,Caucasian,0,4,0,0,0,-5,1,0,Low,M
Male,22,Caucasian,0,3,0,0,0,-1,0,0,Low,F
Male,26,African-American,0,10,0,0,3,0,1,0,High,F
Male,51,African-American,0,1,0,0,1,-17,0,0,Low,F
Male,39,Caucasian,0,1,0,0,3,-1,1,1,Low,F
Female,30,Hispanic,0,3,0,0,0,-1,1,0,Low,M
Female,33,African-American,0,3,0,0,0,0,0,0,Low,F
Male,32,African-American,0,8,0,0,14,-1,1,0,High,F
Male,22,African-American,0,6,0,0,0,-2,0,0,Medium,M
Male,59,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,38,African-American,0,7,5,0,37,-1,1,1,Medium,M
Male,23,African-American,0,6,0,0,2,0,0,0,Medium,F
Male,42,African-American,0,1,0,0,0,0,1,0,Low,M
Male,20,African-American,1,3,0,0,1,-37,1,1,Low,F
Male,38,African-American,0,7,0,0,2,0,1,1,Medium,F
Female,34,Caucasian,0,3,0,0,2,-1,0,0,Low,F
Male,24,African-American,0,8,0,1,4,-1,0,0,High,F
Female,36,African-American,0,3,0,0,7,-1,1,0,Low,F
Male,35,Caucasian,0,4,0,0,7,-86,1,0,Low,F
Male,36,African-American,0,3,0,0,0,-1,1,0,Low,M
Male,31,African-American,0,1,0,0,1,-14,0,0,Low,F
Female,28,African-American,0,4,0,0,3,-1,1,0,Low,F
Female,34,Caucasian,0,2,0,0,0,0,0,0,Low,F
Male,28,African-American,0,2,0,0,1,0,1,0,Low,F
Female,35,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,60,Caucasian,0,1,0,0,3,-120,0,0,Low,F
Male,43,African-American,0,4,0,0,0,-1,0,0,Low,F
Male,40,African-American,0,1,0,0,1,-1,0,0,Low,F
Male,31,African-American,0,9,2,0,15,-1,1,0,High,F
Male,54,African-American,0,7,0,0,6,-1,1,0,Medium,F
Male,24,African-American,0,9,0,0,17,-1,1,0,High,F
Male,41,Hispanic,0,1,0,0,0,-3,1,0,Low,F
Male,21,Hispanic,0,3,0,0,1,-48,0,0,Low,F
Male,31,Caucasian,0,1,0,0,0,-2,0,0,Low,F
Female,34,African-American,0,8,0,0,0,-1,0,0,High,M
Female,24,Caucasian,0,4,0,0,0,-1,0,0,Low,M
Male,32,African-American,0,1,0,0,0,-1,0,0,Low,M
Male,21,African-American,0,9,0,1,1,-1,1,0,High,F
Female,29,Hispanic,0,2,0,0,1,-1,1,0,Low,F
Male,22,African-American,0,3,0,1,0,-1,0,0,Low,F
Male,33,Caucasian,0,1,0,0,1,-2,0,0,Low,F
Male,48,Caucasian,0,1,0,0,1,-1,0,0,Low,F
Male,52,Hispanic,0,7,0,0,9,-1,1,0,Medium,F
Female,40,Other,0,1,0,0,0,-1,0,0,Low,F
Male,21,African-American,0,6,0,0,0,-1,0,0,Medium,F
Male,21,Other,0,4,0,0,1,982,0,0,Low,F
Female,45,African-American,0,4,0,0,1,-1,0,0,Low,F
Male,29,African-American,0,2,0,0,1,0,1,0,Low,M
Male,26,African-American,0,2,0,0,0,0,0,0,Low,M
Male,46,African-American,0,5,0,0,10,-1,1,0,Medium,F
Male,21,Caucasian,0,8,1,2,1,-1,0,0,High,F
Male,35,Caucasian,0,5,0,0,6,-10,1,1,Medium,F
Male,52,African-American,0,1,0,0,1,1,1,1,Low,M
Female,38,African-American,0,4,0,0,7,-31,0,0,Low,F
Male,48,Caucasian,0,1,0,0,0,0,0,0,Low,M
Female,29,African-American,0,8,0,3,9,-1,1,0,High,M
Male,48,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,31,African-American,0,6,0,0,10,-8,1,0,Medium,F
Male,21,Caucasian,0,8,0,0,3,-1,1,0,High,F
Male,32,Other,0,1,0,0,0,0,1,0,Low,F
Male,47,African-American,0,5,0,0,0,-1,0,0,Medium,M
Male,21,African-American,1,10,2,2,3,-1,1,0,High,F
Male,35,African-American,3,10,0,0,13,-1,0,0,High,F
Male,45,Native American,0,3,0,0,0,0,0,0,Low,F
Male,46,African-American,0,1,0,0,3,-22,1,0,Low,M
Female,35,African-American,0,6,2,0,2,-1,0,0,Medium,M
Male,34,African-American,0,4,0,0,5,-1,1,0,Low,F
Male,52,African-American,0,1,0,0,2,-5,0,0,Low,F
Female,39,African-American,0,2,1,0,7,114,0,0,Low,F
Male,21,Caucasian,0,8,0,0,0,-1,1,1,High,M
Male,53,Caucasian,0,1,0,0,1,-2,0,0,Low,M
Female,19,Caucasian,0,3,0,0,0,-1,1,0,Low,F
Male,22,African-American,0,6,0,0,0,-1,0,0,Medium,M
Male,45,African-American,0,3,0,0,1,-1,0,0,Low,F
Female,27,Caucasian,0,2,0,0,0,-1,0,0,Low,F
Male,25,Caucasian,0,2,0,0,0,-1,0,0,Low,M
Male,30,Caucasian,0,4,0,0,0,0,1,0,Low,F
Male,31,African-American,0,5,0,0,2,0,1,0,Medium,F
Male,49,Caucasian,0,6,0,0,2,-1,0,0,Medium,F
Male,28,Caucasian,0,3,0,0,3,-1,0,0,Low,F
Male,36,African-American,0,2,0,0,3,-1,1,1,Low,M
Male,27,African-American,0,5,0,0,7,-1,1,0,Medium,F
Male,42,African-American,0,2,0,0,1,0,0,0,Low,F
Male,26,African-American,0,3,0,0,3,-1,0,0,Low,F
Male,35,Caucasian,0,5,0,0,0,0,1,0,Medium,F
Female,33,Caucasian,0,2,0,0,2,-29,0,0,Low,F
Male,24,Hispanic,1,10,0,0,6,-1,1,0,High,F
Male,25,African-American,0,10,1,0,21,-14,1,0,High,F
Female,42,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,21,African-American,0,6,0,0,0,-1,1,0,Medium,F
Female,28,African-American,0,2,0,0,0,0,0,0,Low,M
Male,52,African-American,0,3,0,0,1,-1,0,0,Low,F
Male,27,African-American,0,10,0,0,25,18,1,1,High,F
Male,29,African-American,0,1,0,0,0,-1,0,0,Low,M
Male,47,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Female,21,Caucasian,0,6,0,0,0,-1,0,0,Medium,F
Male,26,Caucasian,0,6,0,0,0,0,1,0,Medium,M
Male,36,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,23,African-American,0,8,0,0,1,237,1,0,High,M
Male,49,Caucasian,0,7,0,0,0,-1,1,0,Medium,F
Male,29,African-American,0,8,0,0,11,-68,1,0,High,F
Male,76,African-American,0,1,0,0,0,-1,0,0,Low,F
Male,44,Caucasian,0,2,0,0,0,-1,1,0,Low,F
Male,28,Caucasian,0,3,0,0,1,-25,0,0,Low,M
Male,27,African-American,0,6,0,0,2,530,1,0,Medium,M
Male,52,Hispanic,0,1,0,0,2,-1,0,0,Low,F
Female,35,African-American,0,7,0,0,12,-2,1,0,Medium,F
Male,36,African-American,0,8,0,0,19,544,1,0,High,M
Male,21,African-American,0,3,0,0,0,-1,0,0,Low,M
Male,46,Caucasian,0,2,0,0,2,266,0,0,Low,M
Male,34,African-American,0,1,0,0,3,-1,0,0,Low,F
Male,45,African-American,0,3,0,0,15,-1,1,0,Low,F
Male,28,African-American,0,3,0,0,9,-1,1,0,Low,F
Female,25,African-American,0,3,0,0,1,-1,0,0,Low,F
Male,21,African-American,0,8,1,0,1,0,1,1,High,M
Male,48,African-American,0,1,0,0,1,-1,0,0,Low,F
Male,37,Caucasian,0,2,0,0,1,-1,0,0,Low,M
Male,39,African-American,0,1,0,0,1,-4,0,0,Low,F
Male,24,African-American,0,6,0,0,3,-3,1,0,Medium,F
Female,51,Caucasian,0,1,0,0,2,-4,0,0,Low,M
Male,37,Caucasian,0,1,0,0,1,-1,1,1,Low,M
Male,39,Caucasian,0,3,0,0,1,-3,0,0,Low,F
Male,24,Caucasian,0,5,0,1,1,-1,1,0,Medium,F
Male,49,Other,0,1,0,0,2,-1,0,0,Low,F
Male,23,African-American,0,7,0,0,2,0,0,0,Medium,F
Male,31,African-American,0,6,0,0,7,-2,0,0,Medium,M
Male,22,Other,0,2,0,0,1,-1,0,0,Low,M
Male,23,African-American,0,2,0,0,1,-1,1,0,Low,F
Male,43,Hispanic,0,3,0,0,1,305,0,0,Low,F
Female,37,African-American,0,2,0,0,0,0,0,0,Low,M
Male,36,Caucasian,0,3,0,0,4,-123,1,0,Low,F
Male,43,Caucasian,0,5,0,0,5,-1,0,0,Medium,F
Male,28,African-American,0,8,0,0,6,-1,1,0,High,M
Male,43,Caucasian,0,2,0,0,0,-4,0,0,Low,F
Female,27,African-American,0,7,0,0,2,-1,0,0,Medium,F
Female,21,African-American,1,10,0,0,4,122,1,0,High,F
Male,53,African-American,0,2,0,0,1,-1,0,0,Low,M
Female,27,African-American,0,4,0,0,2,-14,1,0,Low,M
Female,29,Caucasian,0,5,0,0,0,-3,0,0,Medium,F
Male,39,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,47,African-American,0,7,0,0,22,-1,1,0,Medium,F
Male,28,African-American,0,2,0,0,4,-1,1,0,Low,F
Female,27,African-American,0,7,0,0,3,-1,0,0,Medium,F
Male,36,Caucasian,0,1,0,0,2,-4,0,0,Low,F
Female,24,African-American,0,9,0,0,1,-1,0,0,High,F
Female,33,African-American,0,5,0,0,3,-1,0,0,Medium,F
Male,35,Hispanic,0,2,0,0,0,-1,0,0,Low,M
Male,23,African-American,0,7,0,0,3,0,0,0,Medium,F
Male,26,African-American,0,2,0,0,2,-1,0,0,Low,F
Male,22,African-American,0,10,0,0,8,-1,0,0,High,F
Male,34,African-American,0,6,0,0,1,-1,0,0,Medium,M
Male,35,African-American,0,1,0,0,1,-1,0,0,Low,F
Male,70,African-American,0,1,0,0,2,-1,0,0,Low,M
Male,31,African-American,0,4,0,0,7,-1,1,0,Low,F
Female,30,African-American,0,10,3,2,14,0,1,1,High,F
Male,25,Caucasian,0,6,0,0,2,0,0,0,Medium,M
Male,24,African-American,0,10,0,0,6,0,1,0,High,F
Male,34,Hispanic,0,1,0,0,1,-1,1,0,Low,F
Male,24,African-American,0,8,0,0,2,-81,0,0,High,M
Male,26,African-American,0,4,0,0,2,-29,0,0,Low,M
Male,61,African-American,0,9,0,0,19,-114,0,0,High,F
Male,26,African-American,0,8,0,0,7,-49,0,0,High,M
Male,60,Hispanic,0,1,0,0,0,-1,0,0,Low,F
Female,20,African-American,0,5,0,0,0,-1,0,0,Medium,F
Male,58,African-American,0,8,0,0,1,-84,0,0,High,F
Male,36,Caucasian,1,9,0,0,10,92,1,0,High,M
Male,23,Caucasian,0,3,0,0,0,0,0,0,Low,F
Male,26,African-American,0,7,0,0,5,-1,1,1,Medium,F
Male,47,Other,0,1,0,0,3,-1,0,0,Low,F
Male,40,Caucasian,0,1,0,0,4,0,0,0,Low,M
Male,28,Other,0,3,0,0,1,-1,1,1,Low,F
Male,49,Hispanic,0,1,0,0,1,-1,1,0,Low,F
Female,19,African-American,0,9,0,0,0,-1,0,0,High,F
Male,46,African-American,0,3,0,0,8,400,1,0,Low,F
Female,25,Caucasian,0,3,0,0,1,-1,0,0,Low,M
Male,19,African-American,0,10,1,0,1,0,1,0,High,F
Male,22,African-American,0,9,0,0,7,-102,0,0,High,M
Male,53,Caucasian,0,1,0,0,1,-12,0,0,Low,F
Male,56,Caucasian,0,2,0,0,5,-45,0,0,Low,F
Male,65,Caucasian,0,1,0,0,1,-1,0,0,Low,F
Female,24,African-American,0,3,0,0,0,-1,0,0,Low,F
Male,31,Hispanic,0,1,0,0,0,-5,0,0,Low,F
Female,21,Hispanic,0,3,0,0,0,0,0,0,Low,F
Female,33,Caucasian,0,3,0,0,2,-1,0,0,Low,F
Male,26,Caucasian,0,10,3,0,8,-1,1,1,High,F
Male,56,Caucasian,0,1,0,0,1,-65,0,0,Low,M
Male,32,Caucasian,0,2,0,0,2,-1,0,0,Low,F
